timestamp,switch_id,porta,tx_bytes,rx_bytes,tx_pacotes,rx_pacotes
2026-06-10 00:09:13,1,2,1992,4043911296,26,2674554
2026-06-10 00:09:13,1,3,1327006312,810,877814,11
2026-06-10 00:09:16,1,1,2062,627370,27,565
2026-06-10 00:09:16,1,2,1992,4043911296,26,2674554
2026-06-10 00:09:16,1,3,1327006312,810,877814,11
2026-06-10 00:09:19,1,1,2062,627370,27,565
2026-06-10 00:09:19,1,2,1992,4043911296,26,2674554
2026-06-10 00:09:19,1,3,1327006312,810,877814,11
2026-06-10 00:09:22,1,1,2132,627370,28,565
2026-06-10 00:09:22,1,2,1992,4043911366,26,2674555
2026-06-10 00:09:22,1,3,1327006382,810,877815,11
2026-06-10 00:09:25,1,1,2132,627370,28,565
2026-06-10 00:09:25,1,2,1992,4043911366,26,2674555
2026-06-10 00:09:25,1,3,1327006382,810,877815,11
2026-06-10 00:09:28,1,1,2132,627370,28,565
2026-06-10 00:09:28,1,2,2062,4043911366,27,2674555
2026-06-10 00:09:28,1,3,1327006382,810,877815,11
2026-06-10 00:09:31,1,1,2132,627440,28,566
2026-06-10 00:09:31,1,2,2132,4043911366,28,2674555
2026-06-10 00:09:31,1,3,1327006452,810,877816,11
2026-06-10 00:09:34,1,1,2202,627440,29,566
2026-06-10 00:09:34,1,2,2202,4043911366,29,2674555
2026-06-10 00:09:34,1,3,1327006522,880,877817,12
2026-06-10 00:09:37,1,1,2202,627440,29,566
2026-06-10 00:09:37,1,2,2202,4043911366,29,2674555
2026-06-10 00:09:37,1,3,1327006522,880,877817,12
2026-06-10 00:09:40,1,1,2202,627440,29,566
2026-06-10 00:09:40,1,2,2202,4043911366,29,2674555
2026-06-10 00:09:40,1,3,1327006522,880,877817,12
2026-06-10 00:09:43,1,1,2202,627440,29,566
2026-06-10 00:09:43,1,2,2202,4043911366,29,2674555
2026-06-10 00:09:43,1,3,1327006522,880,877817,12
2026-06-10 00:09:46,1,1,2202,627440,29,566
2026-06-10 00:09:46,1,2,2202,4043911366,29,2674555
2026-06-10 00:09:46,1,3,1327006522,880,877817,12
2026-06-10 00:09:49,1,1,2202,627440,29,566
2026-06-10 00:09:49,1,2,2202,4043911366,29,2674555
2026-06-10 00:09:49,1,3,1327006522,880,877817,12
2026-06-10 00:09:52,1,1,2202,627440,29,566
2026-06-10 00:09:52,1,2,2202,4043911366,29,2674555
2026-06-10 00:09:52,1,3,1327006522,880,877817,12
2026-06-10 00:09:55,1,1,2202,627440,29,566
2026-06-10 00:09:55,1,2,2202,4043911366,29,2674555
2026-06-10 00:09:55,1,3,1327006522,880,877817,12
2026-06-10 00:09:58,1,1,2202,627440,29,566
2026-06-10 00:09:58,1,2,2202,4043911366,29,2674555
2026-06-10 00:09:58,1,3,1327006522,880,877817,12
2026-06-10 00:10:01,1,1,2202,627440,29,566
2026-06-10 00:10:01,1,2,2202,4043911366,29,2674555
2026-06-10 00:10:01,1,3,1327006522,880,877817,12
2026-06-10 00:10:04,1,1,2202,627440,29,566
2026-06-10 00:10:04,1,2,2202,4043911366,29,2674555
2026-06-10 00:10:04,1,3,1327006522,880,877817,12
2026-06-10 00:10:07,1,1,2202,627440,29,566
2026-06-10 00:10:07,1,2,2202,4043911366,29,2674555
2026-06-10 00:10:07,1,3,1327006522,880,877817,12
2026-06-10 00:10:10,1,1,2202,627440,29,566
2026-06-10 00:10:10,1,2,2202,4043911366,29,2674555
2026-06-10 00:10:10,1,3,1327006522,880,877817,12
2026-06-10 00:10:13,1,1,2202,627440,29,566
2026-06-10 00:10:13,1,2,2202,4043911366,29,2674555
2026-06-10 00:10:13,1,3,1327006522,880,877817,12
2026-06-10 00:10:16,1,1,2272,627440,30,566
2026-06-10 00:10:16,1,2,2202,4043911366,29,2674555
2026-06-10 00:10:16,1,3,1327006522,880,877817,12
2026-06-10 00:10:19,1,1,2272,627440,30,566
2026-06-10 00:10:19,1,2,2202,4043911366,29,2674555
2026-06-10 00:10:19,1,3,1327006522,880,877817,12
2026-06-10 00:10:22,1,1,2272,627440,30,566
2026-06-10 00:10:22,1,2,2202,4043911366,29,2674555
2026-06-10 00:10:22,1,3,1327006522,880,877817,12
2026-06-10 00:10:25,1,1,2342,627440,31,566
2026-06-10 00:10:25,1,2,2202,4043911436,29,2674556
2026-06-10 00:10:25,1,3,1327006592,880,877818,12
2026-06-10 00:10:28,1,1,2342,627440,31,566
2026-06-10 00:10:28,1,2,2202,4043911436,29,2674556
2026-06-10 00:10:28,1,3,1327006592,880,877818,12
2026-06-10 00:10:31,1,1,2342,627440,31,566
2026-06-10 00:10:31,1,2,2272,4043911436,30,2674556
2026-06-10 00:10:31,1,3,1327006592,880,877818,12
2026-06-10 00:10:34,1,1,2342,627440,31,566
2026-06-10 00:10:34,1,2,2272,4043911436,30,2674556
2026-06-10 00:10:34,1,3,1327006592,880,877818,12
2026-06-10 00:10:37,1,1,2342,627440,31,566
2026-06-10 00:10:37,1,2,2272,4043911436,30,2674556
2026-06-10 00:10:37,1,3,1327006592,880,877818,12
2026-06-10 00:10:40,1,1,2342,627510,31,567
2026-06-10 00:10:40,1,2,2342,4043911436,31,2674556
2026-06-10 00:10:40,1,3,1327006662,880,877819,12
2026-06-10 00:10:43,1,1,2342,627510,31,567
2026-06-10 00:10:43,1,2,2342,4043911436,31,2674556
2026-06-10 00:10:43,1,3,1327006662,880,877819,12
2026-06-10 00:10:46,1,1,2342,627510,31,567
2026-06-10 00:10:46,1,2,2342,4043911436,31,2674556
2026-06-10 00:10:46,1,3,1327006662,880,877819,12
2026-06-10 00:10:49,1,1,2342,627510,31,567
2026-06-10 00:10:49,1,2,2342,4043911436,31,2674556
2026-06-10 00:10:49,1,3,1327006662,880,877819,12
2026-06-10 00:10:52,1,1,2412,627510,32,567
2026-06-10 00:10:52,1,2,2412,4043911436,32,2674556
2026-06-10 00:10:52,1,3,1327006732,950,877820,13
2026-06-10 00:10:55,1,1,2412,627510,32,567
2026-06-10 00:10:55,1,2,2412,4043911436,32,2674556
2026-06-10 00:10:55,1,3,1327006732,950,877820,13
2026-06-10 00:10:58,1,1,2412,627510,32,567
2026-06-10 00:10:58,1,2,2412,4043911436,32,2674556
2026-06-10 00:10:58,1,3,1327006732,950,877820,13
2026-06-10 00:11:01,1,1,2412,627510,32,567
2026-06-10 00:11:01,1,2,2412,4043911436,32,2674556
2026-06-10 00:11:01,1,3,1327006732,950,877820,13
2026-06-10 00:11:04,1,1,2412,627510,32,567
2026-06-10 00:11:04,1,2,2412,4043911436,32,2674556
2026-06-10 00:11:04,1,3,1327006732,950,877820,13
2026-06-10 00:11:07,1,1,2412,627510,32,567
2026-06-10 00:11:07,1,2,2412,4043911436,32,2674556
2026-06-10 00:11:07,1,3,1327006732,950,877820,13
2026-06-10 00:11:10,1,1,2412,627510,32,567
2026-06-10 00:11:10,1,2,2412,4043911436,32,2674556
2026-06-10 00:11:10,1,3,1327006732,950,877820,13
2026-06-10 00:11:13,1,1,2412,627510,32,567
2026-06-10 00:11:13,1,2,2412,4043911436,32,2674556
2026-06-10 00:11:13,1,3,1327006732,950,877820,13
2026-06-10 00:11:16,1,1,2412,627510,32,567
2026-06-10 00:11:16,1,2,2412,4043911436,32,2674556
2026-06-10 00:11:16,1,3,1327006732,950,877820,13
2026-06-10 00:11:19,1,1,2412,627510,32,567
2026-06-10 00:11:19,1,2,2412,4043911436,32,2674556
2026-06-10 00:11:19,1,3,1327006732,950,877820,13
2026-06-10 00:11:22,1,1,2412,627510,32,567
2026-06-10 00:11:22,1,2,2412,4043911436,32,2674556
2026-06-10 00:11:22,1,3,1327006732,950,877820,13
2026-06-10 00:11:25,1,1,2412,627510,32,567
2026-06-10 00:11:25,1,2,2412,4043911436,32,2674556
2026-06-10 00:11:25,1,3,1327006732,950,877820,13
2026-06-10 00:11:28,1,1,2412,627510,32,567
2026-06-10 00:11:28,1,2,2412,4043911436,32,2674556
2026-06-10 00:11:28,1,3,1327006732,950,877820,13
2026-06-10 00:11:31,1,1,2412,627510,32,567
2026-06-10 00:11:31,1,2,2412,4043911436,32,2674556
2026-06-10 00:11:31,1,3,1327006732,950,877820,13
2026-06-10 00:11:34,1,1,2412,627510,32,567
2026-06-10 00:11:34,1,2,2412,4043911436,32,2674556
2026-06-10 00:11:34,1,3,1327006732,950,877820,13
2026-06-10 00:11:37,1,1,2412,627510,32,567
2026-06-10 00:11:37,1,2,2412,4043911436,32,2674556
2026-06-10 00:11:37,1,3,1327006732,950,877820,13
2026-06-10 00:11:40,1,1,2412,627510,32,567
2026-06-10 00:11:40,1,2,2412,4043911436,32,2674556
2026-06-10 00:11:40,1,3,1327006732,950,877820,13
2026-06-10 00:11:43,1,1,2412,627510,32,567
2026-06-10 00:11:43,1,2,2412,4043911436,32,2674556
2026-06-10 00:11:43,1,3,1327006732,950,877820,13
2026-06-10 00:11:46,1,1,2412,627510,32,567
2026-06-10 00:11:46,1,2,2412,4043911436,32,2674556
2026-06-10 00:11:46,1,3,1327006732,950,877820,13
2026-06-10 00:11:49,1,1,2412,627510,32,567
2026-06-10 00:11:49,1,2,2412,4043911436,32,2674556
2026-06-10 00:11:49,1,3,1327006732,950,877820,13
2026-06-10 00:11:52,1,1,2412,627510,32,567
2026-06-10 00:11:52,1,2,2412,4043911436,32,2674556
2026-06-10 00:11:52,1,3,1327006732,950,877820,13
2026-06-10 00:11:55,1,1,2412,627510,32,567
2026-06-10 00:11:55,1,2,2412,4043911436,32,2674556
2026-06-10 00:11:55,1,3,1327006732,950,877820,13
2026-06-10 00:11:58,1,1,2412,627510,32,567
2026-06-10 00:11:58,1,2,2412,4043911436,32,2674556
2026-06-10 00:11:58,1,3,1327006732,950,877820,13
2026-06-10 00:12:01,1,1,2412,627510,32,567
2026-06-10 00:12:01,1,2,2412,4043911436,32,2674556
2026-06-10 00:12:01,1,3,1327006732,950,877820,13
2026-06-10 00:12:04,1,1,2412,627510,32,567
2026-06-10 00:12:04,1,2,2412,4043911436,32,2674556
2026-06-10 00:12:04,1,3,1327006732,950,877820,13
2026-06-10 00:12:07,1,1,2412,627510,32,567
2026-06-10 00:12:07,1,2,2412,4043911436,32,2674556
2026-06-10 00:12:07,1,3,1327006732,950,877820,13
2026-06-10 00:12:10,1,1,2482,627510,33,567
2026-06-10 00:12:10,1,2,2412,4043911436,32,2674556
2026-06-10 00:12:10,1,3,1327006732,950,877820,13
2026-06-10 00:12:13,1,1,2482,627510,33,567
2026-06-10 00:12:13,1,2,2412,4043911436,32,2674556
2026-06-10 00:12:13,1,3,1327006732,950,877820,13
2026-06-10 00:12:16,1,1,2482,627510,33,567
2026-06-10 00:12:16,1,2,2412,4043911436,32,2674556
2026-06-10 00:12:16,1,3,1327006732,950,877820,13
2026-06-10 00:12:19,1,1,2482,627510,33,567
2026-06-10 00:12:19,1,2,2412,4043911436,32,2674556
2026-06-10 00:12:19,1,3,1327006732,950,877820,13
2026-06-10 00:12:22,1,1,2482,627510,33,567
2026-06-10 00:12:22,1,2,2412,4043911436,32,2674556
2026-06-10 00:12:22,1,3,1327006732,950,877820,13
2026-06-10 00:12:25,1,1,2482,627510,33,567
2026-06-10 00:12:25,1,2,2412,4043911436,32,2674556
2026-06-10 00:12:25,1,3,1327006732,950,877820,13
2026-06-10 00:12:28,1,1,2552,627510,34,567
2026-06-10 00:12:28,1,2,2412,4043911506,32,2674557
2026-06-10 00:12:28,1,3,1327006802,950,877821,13
2026-06-10 00:12:31,1,1,2552,627510,34,567
2026-06-10 00:12:31,1,2,2412,4043911506,32,2674557
2026-06-10 00:12:31,1,3,1327006802,950,877821,13
2026-06-10 00:12:34,1,1,2552,627510,34,567
2026-06-10 00:12:34,1,2,2412,4043911506,32,2674557
2026-06-10 00:12:34,1,3,1327006802,950,877821,13
2026-06-10 00:12:37,1,1,2552,627510,34,567
2026-06-10 00:12:37,1,2,2412,4043911506,32,2674557
2026-06-10 00:12:37,1,3,1327006802,950,877821,13
2026-06-10 00:12:40,1,1,2552,627510,34,567
2026-06-10 00:12:40,1,2,2412,4043911506,32,2674557
2026-06-10 00:12:40,1,3,1327006802,950,877821,13
2026-06-10 00:12:43,1,1,2552,627510,34,567
2026-06-10 00:12:43,1,2,2412,4043911506,32,2674557
2026-06-10 00:12:43,1,3,1327006802,950,877821,13
2026-06-10 00:12:46,1,1,2552,627510,34,567
2026-06-10 00:12:46,1,2,2482,4043911506,33,2674557
2026-06-10 00:12:46,1,3,1327006802,950,877821,13
2026-06-10 00:12:49,1,1,2552,627510,34,567
2026-06-10 00:12:49,1,2,2482,4043911506,33,2674557
2026-06-10 00:12:49,1,3,1327006802,950,877821,13
2026-06-10 00:12:52,1,1,2552,627510,34,567
2026-06-10 00:12:52,1,2,2482,4043911506,33,2674557
2026-06-10 00:12:52,1,3,1327006802,950,877821,13
2026-06-10 00:12:55,1,1,2552,627510,34,567
2026-06-10 00:12:55,1,2,2482,4043911506,33,2674557
2026-06-10 00:12:55,1,3,1327006802,950,877821,13
2026-06-10 00:12:58,1,1,2552,627580,34,568
2026-06-10 00:12:58,1,2,2552,4043911506,34,2674557
2026-06-10 00:12:58,1,3,1327006872,950,877822,13
2026-06-10 00:13:01,1,1,2552,627580,34,568
2026-06-10 00:13:01,1,2,2552,4043911506,34,2674557
2026-06-10 00:13:01,1,3,1327006872,950,877822,13
2026-06-10 00:13:04,1,1,2552,627580,34,568
2026-06-10 00:13:04,1,2,2552,4043911506,34,2674557
2026-06-10 00:13:04,1,3,1327006872,950,877822,13
2026-06-10 00:13:07,1,1,2552,627580,34,568
2026-06-10 00:13:07,1,2,2552,4043911506,34,2674557
2026-06-10 00:13:07,1,3,1327006872,950,877822,13
2026-06-10 00:13:10,1,1,2552,627580,34,568
2026-06-10 00:13:10,1,2,2552,4043911506,34,2674557
2026-06-10 00:13:10,1,3,1327006872,950,877822,13
2026-06-10 00:13:13,1,1,2552,627580,34,568
2026-06-10 00:13:13,1,2,2552,4043911506,34,2674557
2026-06-10 00:13:13,1,3,1327006872,950,877822,13
2026-06-10 00:13:16,1,1,2552,627580,34,568
2026-06-10 00:13:16,1,2,2552,4043911506,34,2674557
2026-06-10 00:13:16,1,3,1327006872,950,877822,13
2026-06-10 00:13:19,1,1,2552,627580,34,568
2026-06-10 00:13:19,1,2,2552,4043911506,34,2674557
2026-06-10 00:13:19,1,3,1327006872,950,877822,13
2026-06-10 00:13:22,1,1,2552,627580,34,568
2026-06-10 00:13:22,1,2,2552,4043911506,34,2674557
2026-06-10 00:13:22,1,3,1327006872,950,877822,13
2026-06-10 00:13:25,1,1,2552,627580,34,568
2026-06-10 00:13:25,1,2,2552,4043911506,34,2674557
2026-06-10 00:13:25,1,3,1327006872,950,877822,13
2026-06-10 00:13:28,1,1,2622,627580,35,568
2026-06-10 00:13:28,1,2,2622,4043911506,35,2674557
2026-06-10 00:13:28,1,3,1327006942,1020,877823,14
2026-06-10 00:13:31,1,1,2622,627580,35,568
2026-06-10 00:13:31,1,2,2622,4043911506,35,2674557
2026-06-10 00:13:31,1,3,1327006942,1020,877823,14
2026-06-10 00:13:34,1,1,2622,627580,35,568
2026-06-10 00:13:34,1,2,2622,4043911506,35,2674557
2026-06-10 00:13:34,1,3,1327006942,1020,877823,14
2026-06-10 00:13:37,1,1,2622,627580,35,568
2026-06-10 00:13:37,1,2,2622,4043911506,35,2674557
2026-06-10 00:13:37,1,3,1327006942,1020,877823,14
2026-06-10 00:13:40,1,1,2622,627580,35,568
2026-06-10 00:13:40,1,2,2622,4043911506,35,2674557
2026-06-10 00:13:40,1,3,1327006942,1020,877823,14
2026-06-10 00:13:43,1,1,2622,627580,35,568
2026-06-10 00:13:43,1,2,2622,4043911506,35,2674557
2026-06-10 00:13:43,1,3,1327006942,1020,877823,14
2026-06-10 00:13:46,1,1,2622,627580,35,568
2026-06-10 00:13:46,1,2,2622,4043911506,35,2674557
2026-06-10 00:13:46,1,3,1327006942,1020,877823,14
2026-06-10 00:13:49,1,1,2622,627580,35,568
2026-06-10 00:13:49,1,2,2622,4043911506,35,2674557
2026-06-10 00:13:49,1,3,1327006942,1020,877823,14
2026-06-10 00:13:52,1,1,2622,627580,35,568
2026-06-10 00:13:52,1,2,2622,4043911506,35,2674557
2026-06-10 00:13:52,1,3,1327006942,1020,877823,14
2026-06-10 00:13:55,1,1,2622,627580,35,568
2026-06-10 00:13:55,1,2,2622,4043911506,35,2674557
2026-06-10 00:13:55,1,3,1327006942,1020,877823,14
2026-06-10 00:13:58,1,1,2622,627580,35,568
2026-06-10 00:13:58,1,2,2622,4043911506,35,2674557
2026-06-10 00:13:58,1,3,1327006942,1020,877823,14
2026-06-10 00:14:01,1,1,2622,627580,35,568
2026-06-10 00:14:01,1,2,2622,4043911506,35,2674557
2026-06-10 00:14:01,1,3,1327006942,1020,877823,14
2026-06-10 00:14:04,1,1,2622,627580,35,568
2026-06-10 00:14:04,1,2,2622,4043911506,35,2674557
2026-06-10 00:14:04,1,3,1327006942,1020,877823,14
2026-06-10 00:14:07,1,1,2622,627580,35,568
2026-06-10 00:14:07,1,2,2622,4043911506,35,2674557
2026-06-10 00:14:07,1,3,1327006942,1020,877823,14
2026-06-10 00:14:10,1,1,2622,627580,35,568
2026-06-10 00:14:10,1,2,2622,4043911506,35,2674557
2026-06-10 00:14:10,1,3,1327006942,1020,877823,14
2026-06-10 00:14:13,1,1,2622,627580,35,568
2026-06-10 00:14:13,1,2,2622,4043911506,35,2674557
2026-06-10 00:14:13,1,3,1327006942,1020,877823,14
2026-06-10 00:14:16,1,1,2622,627580,35,568
2026-06-10 00:14:16,1,2,2622,4043911506,35,2674557
2026-06-10 00:14:16,1,3,1327006942,1020,877823,14
2026-06-10 00:14:19,1,1,2622,627580,35,568
2026-06-10 00:14:19,1,2,2622,4043911506,35,2674557
2026-06-10 00:14:19,1,3,1327006942,1020,877823,14
2026-06-10 00:14:22,1,1,2622,627580,35,568
2026-06-10 00:14:22,1,2,2622,4043911506,35,2674557
2026-06-10 00:14:22,1,3,1327006942,1020,877823,14
2026-06-10 00:14:25,1,1,2622,627580,35,568
2026-06-10 00:14:25,1,2,2622,4043911506,35,2674557
2026-06-10 00:14:25,1,3,1327006942,1020,877823,14
2026-06-10 00:14:28,1,1,2622,627580,35,568
2026-06-10 00:14:28,1,2,2622,4043911506,35,2674557
2026-06-10 00:14:28,1,3,1327006942,1020,877823,14
2026-06-10 00:14:31,1,1,2622,627580,35,568
2026-06-10 00:14:31,1,2,2622,4043911506,35,2674557
2026-06-10 00:14:31,1,3,1327006942,1020,877823,14
2026-06-10 00:14:34,1,1,2622,627580,35,568
2026-06-10 00:14:34,1,2,2622,4043911506,35,2674557
2026-06-10 00:14:34,1,3,1327006942,1020,877823,14
2026-06-10 00:14:37,1,1,2622,627580,35,568
2026-06-10 00:14:37,1,2,2622,4043911506,35,2674557
2026-06-10 00:14:37,1,3,1327006942,1020,877823,14
2026-06-10 00:14:40,1,1,2622,627580,35,568
2026-06-10 00:14:40,1,2,2622,4043911506,35,2674557
2026-06-10 00:14:40,1,3,1327006942,1020,877823,14
2026-06-10 00:14:43,1,1,2622,627580,35,568
2026-06-10 00:14:43,1,2,2622,4043911506,35,2674557
2026-06-10 00:14:43,1,3,1327006942,1020,877823,14
2026-06-10 00:14:46,1,1,2622,627580,35,568
2026-06-10 00:14:46,1,2,2622,4043911506,35,2674557
2026-06-10 00:14:46,1,3,1327006942,1020,877823,14
2026-06-10 00:14:49,1,1,2622,627580,35,568
2026-06-10 00:14:49,1,2,2622,4043911506,35,2674557
2026-06-10 00:14:49,1,3,1327006942,1020,877823,14
2026-06-10 00:14:52,1,1,2622,627580,35,568
2026-06-10 00:14:52,1,2,2622,4043911506,35,2674557
2026-06-10 00:14:52,1,3,1327006942,1020,877823,14
2026-06-10 00:14:55,1,1,2622,627580,35,568
2026-06-10 00:14:55,1,2,2622,4043911506,35,2674557
2026-06-10 00:14:55,1,3,1327006942,1020,877823,14
2026-06-10 00:14:58,1,1,2622,627580,35,568
2026-06-10 00:14:58,1,2,2622,4043911506,35,2674557
2026-06-10 00:14:58,1,3,1327006942,1020,877823,14
2026-06-10 00:15:01,1,1,2622,627580,35,568
2026-06-10 00:15:01,1,2,2622,4043911506,35,2674557
2026-06-10 00:15:01,1,3,1327006942,1020,877823,14
2026-06-10 00:15:04,1,1,2622,627580,35,568
2026-06-10 00:15:04,1,2,2622,4043911506,35,2674557
2026-06-10 00:15:04,1,3,1327006942,1020,877823,14
2026-06-10 00:15:07,1,1,2622,627580,35,568
2026-06-10 00:15:07,1,2,2622,4043911506,35,2674557
2026-06-10 00:15:07,1,3,1327006942,1020,877823,14
2026-06-10 00:15:10,1,1,2622,627580,35,568
2026-06-10 00:15:10,1,2,2622,4043911506,35,2674557
2026-06-10 00:15:10,1,3,1327006942,1020,877823,14
2026-06-10 00:15:13,1,1,2622,627580,35,568
2026-06-10 00:15:13,1,2,2622,4043911506,35,2674557
2026-06-10 00:15:13,1,3,1327006942,1020,877823,14
2026-06-10 00:15:16,1,1,2622,627580,35,568
2026-06-10 00:15:16,1,2,2622,4043911506,35,2674557
2026-06-10 00:15:16,1,3,1327006942,1020,877823,14
2026-06-10 00:15:19,1,1,2622,627580,35,568
2026-06-10 00:15:19,1,2,2622,4043911506,35,2674557
2026-06-10 00:15:19,1,3,1327006942,1020,877823,14
2026-06-10 00:15:22,1,1,2622,627580,35,568
2026-06-10 00:15:22,1,2,2622,4043911506,35,2674557
2026-06-10 00:15:22,1,3,1327006942,1020,877823,14
2026-06-10 00:15:25,1,1,2622,627580,35,568
2026-06-10 00:15:25,1,2,2622,4043911506,35,2674557
2026-06-10 00:15:25,1,3,1327006942,1020,877823,14
2026-06-10 00:15:28,1,1,2622,627580,35,568
2026-06-10 00:15:28,1,2,2622,4043911506,35,2674557
2026-06-10 00:15:28,1,3,1327006942,1020,877823,14
2026-06-10 00:15:31,1,1,2622,627580,35,568
2026-06-10 00:15:31,1,2,2622,4043911506,35,2674557
2026-06-10 00:15:31,1,3,1327006942,1020,877823,14
2026-06-10 00:15:34,1,1,2622,627580,35,568
2026-06-10 00:15:34,1,2,2622,4043911506,35,2674557
2026-06-10 00:15:34,1,3,1327006942,1020,877823,14
2026-06-10 00:15:37,1,1,2622,627580,35,568
2026-06-10 00:15:37,1,2,2622,4043911506,35,2674557
2026-06-10 00:15:37,1,3,1327006942,1020,877823,14
2026-06-10 00:15:40,1,1,2622,627580,35,568
2026-06-10 00:15:40,1,2,2622,4043911506,35,2674557
2026-06-10 00:15:40,1,3,1327006942,1020,877823,14
2026-06-10 00:15:43,1,1,2622,627580,35,568
2026-06-10 00:15:43,1,2,2622,4043911506,35,2674557
2026-06-10 00:15:43,1,3,1327006942,1020,877823,14
2026-06-10 00:15:46,1,1,2622,627580,35,568
2026-06-10 00:15:46,1,2,2622,4043911506,35,2674557
2026-06-10 00:15:46,1,3,1327006942,1020,877823,14
2026-06-10 00:15:49,1,1,2622,627580,35,568
2026-06-10 00:15:49,1,2,2622,4043911506,35,2674557
2026-06-10 00:15:49,1,3,1327006942,1020,877823,14
2026-06-10 00:15:52,1,1,2622,627580,35,568
2026-06-10 00:15:52,1,2,2622,4043911506,35,2674557
2026-06-10 00:15:52,1,3,1327006942,1020,877823,14
2026-06-10 00:15:55,1,1,2622,627580,35,568
2026-06-10 00:15:55,1,2,2622,4043911506,35,2674557
2026-06-10 00:15:55,1,3,1327006942,1020,877823,14
2026-06-10 00:15:58,1,1,2622,627580,35,568
2026-06-10 00:15:58,1,2,2622,4043911506,35,2674557
2026-06-10 00:15:58,1,3,1327006942,1020,877823,14
2026-06-10 00:16:01,1,1,2692,627580,36,568
2026-06-10 00:16:01,1,2,2622,4043911506,35,2674557
2026-06-10 00:16:01,1,3,1327006942,1020,877823,14
2026-06-10 00:16:04,1,1,2692,627580,36,568
2026-06-10 00:16:04,1,2,2622,4043911506,35,2674557
2026-06-10 00:16:04,1,3,1327006942,1020,877823,14
2026-06-10 00:16:07,1,1,2692,627580,36,568
2026-06-10 00:16:07,1,2,2622,4043911506,35,2674557
2026-06-10 00:16:07,1,3,1327006942,1020,877823,14
2026-06-10 00:16:10,1,1,2692,627580,36,568
2026-06-10 00:16:10,1,2,2622,4043911506,35,2674557
2026-06-10 00:16:10,1,3,1327006942,1020,877823,14
2026-06-10 00:16:13,1,1,2692,627580,36,568
2026-06-10 00:16:13,1,2,2622,4043911506,35,2674557
2026-06-10 00:16:13,1,3,1327006942,1020,877823,14
2026-06-10 00:16:16,1,1,2692,627580,36,568
2026-06-10 00:16:16,1,2,2622,4043911506,35,2674557
2026-06-10 00:16:16,1,3,1327006942,1020,877823,14
2026-06-10 00:16:19,1,1,2692,627580,36,568
2026-06-10 00:16:19,1,2,2622,4043911506,35,2674557
